Timestamp,Action,Price,CA
2025-02-12 03:46:37,SELL,0.00084,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 03:46:44,SELL,0.00088,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 03:47:33,BUY,0.00081,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 03:48:34,SELL,0.00245,7eLz7uTp7NX9PuRvEzV3atQTy3H57Bre78kTcufhvirt
2025-02-12 03:49:49,BUY,0.00069,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 03:51:58,SELL,0.00058,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 03:52:10,SELL,0.00123,7eLz7uTp7NX9PuRvEzV3atQTy3H57Bre78kTcufhvirt
2025-02-12 03:53:02,BUY,0.00055,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 03:53:15,SELL,0.00065,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 03:53:29,BUY,0.00191,7eLz7uTp7NX9PuRvEzV3atQTy3H57Bre78kTcufhvirt
2025-02-12 03:58:12,BUY,1.37484,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y
2025-02-12 03:58:33,BUY,1.35146,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y
2025-02-12 04:02:16,BUY,0.00076,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:02:31,BUY,0.00076,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:03:10,BUY,0.00336,7eLz7uTp7NX9PuRvEzV3atQTy3H57Bre78kTcufhvirt
2025-02-12 04:03:28,SELL,0.0006,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:05:21,BUY,0.00054,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:05:22,BUY,0.00054,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:06:32,SELL,0.00297,7eLz7uTp7NX9PuRvEzV3atQTy3H57Bre78kTcufhvirt
2025-02-12 04:07:53,BUY,0.00048,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:09:29,BUY,0.00034,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:09:37,SELL,0.00032,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:11:06,SELL,0.00312,7eLz7uTp7NX9PuRvEzV3atQTy3H57Bre78kTcufhvirt
2025-02-12 04:12:40,BUY,0.00054,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:13:29,BUY,0.00021,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
